image_id,human_english,human_romanian,AI_english,AI_romanian
768140350854684673-1.jpg,RT @SmokinonKeshiaa: when I die dnt let NO pussy niggas In my service - @gherbo my brother fav line they took my fuckin heart from me 💔👼🏽 h…,Smoking all day!,a man with a beard and a beanie smoking a cigarette,Un bărbat cu barbă şi o bonetă fumând o ţigară.
768140367627714560-1.jpg,RT @mikescottnow: A lion doesn't lose sleep over the opinion of sheep! #success #motivation https://t.co/xzV7cVY54q,"A lion also doesn't talk, so here we go.",a lion doesn't lose sleep over the opinion of sheep,Un leu nu-şi pierde somnul din cauza opiniei oilor.
768140514449326082-1.jpg,RT @dog_rates: This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af https://t.co/Nb…,"What a good pupper, the goodest BOI",a dog is playing with a fire hydrant,un caine se joaca cu un hidrant de foc
768140568983666689-1.jpg,RT @Bros4Hillary: Hillary Clinton will fight for military families to have utmost care and protection. #ImWithHer #StrongerTogether https:/…,Here we go again with the propaganda bulls**t....,hillary clinton's military families agenda,Planul familiilor militare ale lui Hillary Clinton
768141047105028096-1.jpg,My HBO Go is buffering on an awkward Robb face https://t.co/aYNjYzNTO6,Așa m-am simțit și eu când la ce final a avut serialul.,a tv with a man on it with a sword,un televizor cu un om pe el cu o sabie
768141344925749248-1.jpg,RT @SowetanLIVE: Early ANC elective conference is not a bad idea‚ says Gwede Mantashe https://t.co/oGKP45OUel https://t.co/59YuyzNoat,un om care vorbeste,a man with glasses and a beard speaking into microphones,un om cu ochelari şi o barbă vorbind în microfoane
768141382678618112-1.jpg,"RT @hoego0331: ""miss you so bad”😭#JUNE #구준회 #iKON #아이콘 https://t.co/XVQvE2tYL8",barbat,a man with a red towel on his head,un om cu un prosop rosu pe cap
768141433001902082-1.jpg,RT @DunyaNews: Expert on British law Barrister Rashid Aslam says Altaf may get up to 7 years of prison if proven guilty. https://t.co/9wr8T…,prost,dil karay hai - 24th july 2019,dil karay hai - 24 iulie 2019
768141734979235840-1.jpg,"RT @pattiphillips: Read ""Is the builder dead yet?"" https://t.co/cqwdv7hpkX  angry neighbors   #asmsg  #cr4u #iartg motive https://t.co/39D6…",Dig up my grave please.,a construction site with a bulldozer and a tree,un şantier cu buldozer şi copac
768141953095434240-1.jpg,RT @drugproblem: RIP Leslie Lohan. She died shortly after filming The Parent Trap in 1998 but she will never be forgotten. ❤️ https://t.co/…,Twins!,two young girls posing for a photo in yellow,două fete tinere care pozează pentru o fotografie în galben
768142158616559616-1.jpg,The internet is a reflection of humanity. A mixed bag with infinite potential sublime &amp; horrendous. #InternautDay https://t.co/etV5QYZIAY,lmao,a person with their hands up in the air with a smiley face drawn on it,o persoană cu mâinile sus în aer cu o faţă zâmbitoare desenată pe ea
768142208939819008-1.jpg,I'm getting there but I'm not where I wanna be at lol but that's my fault 😂 https://t.co/xv5M0TLDsa,I think you're high bru,a man wearing a red hat and a red shirt,un om care poartă o pălărie roşie şi o cămaşă roşie
768142242519416832-1.jpg,"@cupton1 The severe &amp; negative mutation of the ""old"" Asian strain of Zika happened in NE Brazil in late 2014. https://t.co/zGVNbPIzLG",brazilia,map of brazil highlighted in green on the globe,harta de Brazilia evidențiată în verde pe glob
768142636775596032-1.jpg,"RT @Madonna: The Candles have been blown. The Cake has been cut, but it's not too late to make my...https://t.co/oqRuPeHjH9 https://t.co/9u…",Madonna figurantă,"madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, mad","Madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madonna, madona,"
768143202998247424-1.jpg,Mum's heartbreak as NHS refuses to fund four-your-old's brain tumour surgery https://t.co/7hjMUA4bbB https://t.co/Gg8dBqQa3p,familie.,a woman and a young boy sitting on a couch,o femeie şi un băieţel stând pe canapea
768143228155617281-1.jpg,@SeumasMilne Don't fret old son. It could have been worse. https://t.co/Hw30VvK21G,Inca o afacere de succes,jeremy corbyn on the train with a bottle of virgin champagne,Jeremy Corbyn în tren cu o sticlă de şampanie virgină
768143467239182336-1.jpg,Study suggests we’re not as terrible at flying drones as you might think https://t.co/sTJ6PR4bx1 https://t.co/uOzuA6yHyX,Drone goes BRRR,a white drone flying over a street sign,o dronă albă care zboară peste un semn de stradă
768143567919472641-1.jpg,RT @goodforyow: I hear your name &amp; my face lights upThat's evidence that I'm falling for youBut I won't plead guilty to this case https:/…,femeie,a woman is standing behind a fence with her hands up,O femeie stă în spatele unui gard cu mâinile sus.
768143874103664640-2.jpg,RT @escapevd: Y'all go follow @SomeDudeRJ his tweets always have me dying???????? https://t.co/Oq23M1ddge,"I really don't know what I should feel right now, whatever I check below it's going to be messed up.",a man on the floor with his laptop on the floor,un om pe podea cu laptop-ul pe podea
768143874103664640-4.jpg,RT @escapevd: Y'all go follow @SomeDudeRJ his tweets always have me dying???????? https://t.co/Oq23M1ddge,Quick english check lmao,when you gotta make any unnecessary connection,atunci când trebuie să faci orice conexiune inutilă
768143962175602689-1.jpg,RT @UncleMez: Lemme repost thisGo on.. Say it Your hate charges my energy levels ⚡️ https://t.co/fpuTpR6UjB,baieti,two men standing next to each other in a room,doi bărbaţi care stăteau unul lângă altul într-o cameră.
768144566138568704-1.jpg,These sad pictures of Rhyl Sun Centre will ruin your childhood memories https://t.co/J7b4gtBxwM https://t.co/nE8awtqrjp,distractie,a large water slide in front of a building,un diapozitiv mare de apă în fața unei clădiri
768144566138568704-3.jpg,These sad pictures of Rhyl Sun Centre will ruin your childhood memories https://t.co/J7b4gtBxwM https://t.co/nE8awtqrjp,distractie,a large indoor water park with slides and slides,un mare parc acvatic interior cu diapozitive și diapozitive
768144566138568704-4.jpg,These sad pictures of Rhyl Sun Centre will ruin your childhood memories https://t.co/J7b4gtBxwM https://t.co/nE8awtqrjp,Următorul job,workers are building a fence on the side of the road,muncitorii construiesc un gard pe marginea drumului
768144662599176192-1.jpg,"RT @itzzz_savannah: This was me and summers Spanish project,little to say we failed, id fail all over again if it meant I got to see her ht…",femei,two women sitting on an airplane with their faces painted on,Două femei stând într-un avion cu feţele pictate
768145354680332288-1.jpg,RT @ginachron: 3 men arrested for savagely beating +stabbing lost GermanShepherd https://t.co/GeWxVUXATv via @cheryldhanna #cruelty https:/…,"Let's be honest, who is the demon hitting dogs? Do you even have a soul?..",a dog with a red eye and a person holding it,un caine cu un ochi rosu si o persoana care il tine
768146159994929152-1.jpg,He's leaving tomorrow already getting emotional 😭. #ElderLokotui #MotherMan #MelesBFF https://t.co/GCKuMUi9Zz,Dem sandals.,a man holding a little girl in front of a church,Un bărbat care ţine o fetiţă în faţa unei biserici
768146386453921792-1.jpg,An acid attack victim is set to walk at Fashion Week https://t.co/vaHlS01SKA https://t.co/heS31pZGNC,Oricât ai încerca cicatricile nu se pot ascunde,a woman with a face made of plastic,o femeie cu o fata din plastic
768146612983959552-1.jpg,"RT @NoChilIArthur: ""bitch why you being boring?? Arthur and Busta tryna come thru and smoke us out.."" https://t.co/Q8eDPleojd",copilarie,a cartoon scene of two children in a bedroom,o scenă de desene animate a doi copii într-un dormitor
768146659087880192-1.jpg,"RT @iran_policy: Halt executions in Iran, I hate capital punishment #Iran #1988massacre #HumanRights #Newshttps://t.co/EsFA6zehQN https://…",Mame îndurerate,three women sit on a couch holding pictures of their loved ones,trei femei stau pe o canapea ţinând poze cu cei dragi lor
768147208554344448-1.jpg,RT @HystericEgg: You are actually a fucking homosexual if you're telling me you wouldn't fuck his qt boipucci. https://t.co/aJvkDCAbdn,WAIFU ME RIGHT NOW NEKO-CHAN,an anime girl in a blue dress and white cat ears,o fată anime într-o rochie albastră și urechi de pisică albă
768147237905891328-1.jpg,"RT @LucidOptics: We're living proof #hiphop is not dead, hurting, in pain, or emotionally unavailable https://t.co/liHa9grq9q",Dank art tho,modern language - a new language,Limba modernă - o limbă nouă
768148231964549121-1.jpg,they're so ugly... https://t.co/HeeQ6N1Uax,Pasionați de fantasy,a shelf with many books on it,un raft cu multe cărţi pe el.
768148290705694720-1.jpg,RT @CraigCons: It's like the Palestinian people are being used as an experiment of military equipment... https://t.co/rwxBDWXYGM,"Yes, good test. Definitely best test.",new f-15 jets sent to israel successfully tested last over gaza,noi f-15 jeturi trimise la israel testat cu succes ultima peste gaza
768148403951902720-1.jpg,RT @krpkab_love: He is such a mad person for her @Shaheer_S #KuchRangPyarKeAiseBhi #KRPKAB #Sensation #UniteDevAkshi https://t.co/NdzzTdobhx,Om surprins de cine tocmai a întrat pe ușa ,a man in a suit sitting in a chair,un om într-un costum așezat într-un scaun
768148441688145920-1.jpg,"RT @afagerbakke: Why are people ""shocked"" about child soldiers in ISIS? Palestinian terror groups have been doing it for decades.. https://…",copil jucand counter strike 1.6 color 2022,a group of young men with guns and green flags,un grup de tineri cu arme și steaguri verzi
768148575884894208-1.jpg,RT @KSlOIajidebtl: LEAKED: Man Utd Player Ratings for FIFA 17 are out. De Gea is 91. These are shocking! ???????? https://t.co/XhhmFB4Rmn https:/…,pogba,the two different faces of the same soccer player,cele două fețe diferite ale aceluiași jucător de fotbal
768148705937657857-1.jpg,RT @007: Who was Anya Amasova’s KGB lover who was killed by 007 in THE SPY WHO LOVED ME? Answer at: https://t.co/uOhjckAWLN https://t.co/e6…,Presiune ,the three men and woman are standing in front of a large space ship,Cei trei bărbaţi şi femei stau în faţa unei mari nave spaţiale.
768149385410650112-1.jpg,it must take a serious lack of self respect to consider this a leader https://t.co/8PvQsBglLC,La munca iarăși!,a woman in a black coat is sitting at a desk with a laptop,o femeie într-o haină neagră stă la un birou cu un laptop
768149842573029378-1.jpg,@pierceoverholt1 caught in a sticky situation. Send help pls. https://t.co/UXHG7jzxJe,Tristete,a young man laying on the floor with his head on the floor,un tânăr întins pe podea cu capul pe podea
768149867751411712-1.jpg,"Justice for Lucky, a defenceless doggie stolen, tortured and mutilated to death in the US! https://t.co/J1lwfeiRsx https://t.co/ADfd4BistD",Zambet,a small dog with big ears and a big nose,un caine mic cu urechi mari si un nas mare
768150266222899200-1.jpg,RT @tlmakio: #Tourists if you go to #Norway plz boycott whale meat &amp; ask them to stop killing these magnificent animals #OpWhales https://t…,natura,a whale swimming in the ocean with a wave,o balenă care înoată în ocean cu un val
768150471705890816-1.jpg,RT @prayingfodick: outing people in general is disgusting but to do that to people in countries like saudi arabia like y'all are dumb https…,Why is everyone offended by everyone and everything.,wikileaks out gay people in saudi arabia in reckless mass data dump,wikileaks afară homosexuali în Arabia Saudi în groapa de date în masă nesăbuit
768150572377731072-1.jpg,"RT @OkKelly22: Is this how you imagined Fragile, distraught, oppressed, vulnerable victims fleeing war would look?Nor did I https://t.co/u…",Proteste,a group of people are standing on the street,Un grup de oameni stau pe stradă.
768150572377731072-2.jpg,"RT @OkKelly22: Is this how you imagined Fragile, distraught, oppressed, vulnerable victims fleeing war would look?Nor did I https://t.co/u…",O multime de oameni care ori protesteaza ori petrec,a group of people sitting on the ground and holding up their hands,un grup de oameni stând pe pământ şi ţinându-şi mâinile
768150572377731072-4.jpg,"RT @OkKelly22: Is this how you imagined Fragile, distraught, oppressed, vulnerable victims fleeing war would look?Nor did I https://t.co/u…",I can see only their jackets.,two men sitting on a bench with their cell phones,doi bărbaţi stând pe o bancă cu telefoanele mobile
768150656263872512-1.jpg,RT @maankhider: #YazidiGenocideRecognition is our right because all terrible crimes were against us@BBCBreaking https://t.co/NsLfPram2Q,"teroare,ura",a painting of people in the desert with flags,o pictură de oameni în deşert cu steaguri
768150681437868032-1.jpg,RT @its1833: rewatching the matrix for yeezy season 3 subtext and I have to say there is a fucking shit load https://t.co/2kcFjWlYFp,Matrix,a woman in a sweater standing in front of a door,o femeie într-un pulover în picioare în fața unei uși
768150845020114944-1.jpg,"RT @junmyneon: baekhyun- i hate dramas, *goes in someones dm* ""what she do?????"" - petty as hell- everyone wishes they were mutuals https:/…",China number 1,a man is smiling while holding a white sheet,Un om zâmbeşte în timp ce ţine o foaie albă.
768150958253703168-1.jpg,"RT @Histreepix: To cope with the gruelling hell of war, many GIs ""got high"" inhaling children, paying up to $40 a go. 1942. https://t.co/eo…",Tristețe și bucurie în același timp,a woman and child are on a train with a man holding a child,o femeie și un copil sunt într-un tren cu un bărbat care deține un copil
768151004391084032-1.jpg,First ever attempt at a apple tarte tartin. Doesn't look bad does it?! #baking #tartetatin #checkmybadself #pastry https://t.co/vCyqT1viBI,mancare,a plate of food on a table next to a banana,o farfurie de mâncare pe o masă lângă o banană
768151667116281856-1.jpg,RT @BBCEarth: “Stress can change the behaviour of an animal in a way that can threaten its life” https://t.co/KGBHWwwAOD https://t.co/vkOXn…,Ce drăguț și eu vreau,a dog laying on the floor with his head on the floor,un câine întins pe podea cu capul pe podea
768151671293693952-1.jpg,@MingNa He's Huge! I can't get him outside if he gets sick. Btw he has napkin in his mouth 🙄😂 https://t.co/fx6Yghbv5O,caine,a german shepherd dog with a black nose,un câine ciobanesc german cu un nas negru
768152224924995584-1.jpg,RT @maankhider: The world was unfair for YasidisWe want justice@SkyNews #YazidiGenocideRecognition https://t.co/65RduVdS8x,os cu papuc,a shoe is lying on the ground in the middle of the field,Un pantof zace pe pământ în mijlocul câmpului.
768152287869018112-2.jpg,"ava may have deleted this disgusting tweet, but I still have the receipts. https://t.co/HHGT8kLgd6",You typing my number? *wink* *wink*,kim kardashian is using her phone while standing in front of a camera,Kim Kardashian îşi foloseşte telefonul în timp ce stă în faţa camerei.
768152652765093888-1.jpg,RT @AwesomityFun: When you're sad and listen to sad music on purpose and get sadder https://t.co/s9jOx6j3LH,Oh Morty...poor boi,a cartoon man crying in a room,un om de desene animate plângând într-o cameră
768152875042115584-1.jpg,RT @AshleyMartelle: Don't fuck this up 💅🏽 https://t.co/E4zSyfTTRA,I feel...HMMM...HMMMMMMMMMMMMMM....nice...haircut,a woman in a sheer dress at a party,o femeie într-o rochie pură la o petrecere
768153432897314817-1.jpg,RT @benjiiblakeway: This is fucking sick!Made by @ka7fish on Instagram https://t.co/Vkxx5n3Wsq,"Arta contemporana, nu e wow ",a black and white drawing of a woman with curly hair,un desen alb-negru al unei femei cu par cret
768153441281667072-1.jpg,RT @coupIegoaIs: When you and ur bestfriend about to be really petty😂 https://t.co/QWY0BPmMPr,Yin yang,two yellow and blue faces with eyes and mouths,două fețe galbene și albastre cu ochi și gură
768153500010352640-1.jpg,RT @AphroditiTheo: “The Most Painful Goodbyes Are The Ones That Are Never Said And Never Explained...”Bilal Nasir Khan https://t.co/bEJcwH…,ploaie,a man walking down a street in the rain,un om care merge pe o stradă în ploaie
768154091398705152-1.jpg,RT @GirIsWant: When you thought coffee would help but you're still annoyed by everyone https://t.co/RoehbWtTWQ,caine la cafea,a dog wearing a striped shirt sitting on a table with a cup of coffee,un câine care poartă o cămaşă cu dungi stând pe o masă cu o ceaşcă de cafea
768154196273225728-1.jpg,"Looks terrible! He's been sweating profusely, his eyes look glassy and vacant and his hair is turning green! https://t.co/jfj7mSedsf",Meme material,donald trump on the debate stage,Donald Trump pe scena dezbaterii
768154317899563008-1.jpg,RT @daimart1359: Robbing bastards stole these 4 bikes from my garage. 3 of mine and 1 belonging to @Tompecksmith https://t.co/cPVuD9QEiv,"ciclism,sport,sanatate",a lime green mountain bike leaning against a brick wall,o bicicleta de munte verde de var rezemata de un zid de caramida
768154397612191745-1.jpg,"RT @sweetatertot2: This election has exposed CNN, MSNBC,ABC, New York Time, CBS, WaPo as the N. Korea style propaganda 4 Hillary they r htt…",This just reflects our leaders overall.,a political cartoon depicting hillary clinton and her supporters,un desen animat politic înfăţişându-l pe Hillary Clinton şi susţinătorii ei
768154468907098112-1.jpg,RT @RonanLTynan: #UK selling arms to #SaudiArabia being used to slaughter civilians: #C4news  exposes shameful complicity #warcrimes https:…,oameni morti,people lay on the ground in the middle of a street,Oamenii stau pe pământ în mijlocul unei străzi.
768154540214542336-1.jpg,"Shame, August has been the worst month in 2016 for me. I am not coping. https://t.co/ptPwCHIKBt",Plâns in biserică,a woman with a red headscarf is crying,O femeie cu un văl roşu plânge
768154762512625664-1.jpg,RT @Free_Media_Hub: Daddy why all the Kiddies hide in the bathroom for are they scared of that flying bear with bombs in his pockets? https…, copilăria - lumea explorării,a man and a child looking at plants in a garden,un barbat si un copil uitandu-se la plante intr-o gradina
768154871568666624-1.jpg,"i fuck w target, but not their lighting. https://t.co/Kn8NW2wdwe",Toată lumea face asta,a man taking a selfie in a mirror,un om care face un selfie într-o oglindă
768156377311096833-1.jpg,RT @InfernalGoatz: I am the definition of a horrible selfie taker. 😅 https://t.co/H1tNjKfY2N,U look rad-sick bruh,a person with a hat on taking a selfie,o persoană cu o pălărie pe a lua un selfie
768156377311096833-2.jpg,RT @InfernalGoatz: I am the definition of a horrible selfie taker. 😅 https://t.co/H1tNjKfY2N," un peisaj frumos, un loc care merită vizitat",a large castle with a fountain in front of it,un castel mare cu o fântână în fața lui
768156394092634112-1.jpg,"RT @TeachNotGive: Gotta keep the cash flow working.Wait, it's not a flow, it's a siphon.Sucked dry by #Obama &amp; #Hillary wants more. https…",Respect. Transmite un mesaj de constientizare in parcursul rutier.,a truck with a sign that says my life matters lot of people on welfare counting me,Un camion cu un semn care spune ca viata mea conteaza o multime de oameni pe bunastarea conta pe mine
768156574447759360-2.jpg,RT @CharlesBAnthony: For all those saying Corbyn on train floor was staged. Sorry to burst your bubble... https://t.co/nBRbncfNzX,"Nu transmite nici un fel de emotie, e ceva meh",jeremy corbyn and his wife julia,Jeremy Corbyn şi soţia lui Julia
768156683508088832-1.jpg,Entrepreneur : This Is How You're Failing Millennials in the Workplace | by ClearCompany … https://t.co/GwXWIiTw8c) https://t.co/nnA1DiVWxS,"viața de student
grup de studiu",a group of students sitting at a table with laptops,un grup de elevi care stau la o masă cu laptopuri
768156842891612160-1.jpg,Sick of playing with losers man all shit at game!! https://t.co/CiFG5OnGZ5,Put it in your CV.,a screen shot of the winners circle on a video game,o imagine de ecran a cercului câștigătorilor pe un joc video
768157878884691968-1.jpg,businessinsider: Why you must watch this movie about one of the most horrific moments in TV history … https://t.co/aMvgFk4MD3,Femeie obosita care se chinuie sa fie atentă la ceva,a woman with long black hair is sitting down,o femeie cu părul lung negru stă jos
768157908206923777-1.jpg,"RT @PatelSaral007: #Ramya is facing sedition charge for ""Pakistan not hell"" comment, here is picture of her at Nawaz Sharif's home. https:/…",ceva arabi,"pm narendra modi and pakistan's prime minister, nawaz sharif, at the inauguration of the pakistan-india joint commission meeting in lahore on july 31, 2018","pm narendra modi și prim-ministrul pakistanez, nawaz sharif, la inaugurarea reuniunii comune a comisiei pakistan-india de la lahore din 31 iulie 2018"
768158315075530752-1.jpg,RT @CBoomerVazquez: Miosotiz Barbara Rodriguez said she is the mother of 5 of the 7 kids found in filthy home. https://t.co/BOjk9RlELM,Imi transmite un sentiment de trisete si frica.,a woman is shown in this mug shot,o femeie este arătat în această fotografie cana
768158499641536514-1.jpg,' crushing like a blow to body bags' #Ronda ✏️???? https://t.co/YV8wd93f51,Bună femeie! Bună rău!,"beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce, beyonce,","Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce, Beyonce,"
768158684191068161-1.jpg,I can actually look pretty outside of work and being lazy at home. https://t.co/ZjerQU8lmH,Prea inocentă!,a woman with red hair and a bandana on her head,o femeie cu părul roşu şi o bandană pe cap
768158810007543808-1.jpg,"RT @74f5c728e7d446d: They want us to hate each other so they could easily control our neighborhoods, race war is nothing but #Fearmonger💯 h…","Racismul nu este un joc de strategie, este pur si simplu o gandire eronata",two men playing chess with guns and knives,doi bărbaţi jucând şah cu arme şi cuţite.
768158902286372864-1.jpg,"@realDonaldTrump I want a president who isn't a crybaby. If you can't handle the press, you're unfit to be president https://t.co/nn4e8czq98",Un umor discutabil,a baby with a face of donald trump on it,un copil cu o faţă de Donald Trump pe ea
768158923241115648-1.jpg,"RT @ItsAfroBoiii: This made me want to be a kungfu master so bad but the show was sooo racist, lil dude was straight Yellow https://t.co/Nt…",Now this...this is the OG Shaolin Monks I wish they rebooted.,cartoon characters with a yellow man in the middle,personaje de desene animate cu un om galben în mijloc
768159095203311617-1.jpg,RT @awkwardposts: me when i see how uneducated and stupid some people on social media can be in 2016 https://t.co/BQehVSeqQ0,Homer tâmpit că întotdeauna,homer simpson drinking from a bottle of arctic water,Homer Simpson bea dintr-o sticlă de apă arctică
768160198326382592-1.jpg,RT @nagash4life: When the wife says I have mail and it's all @TheManaSource 's fault https://t.co/eIvkXWpPM1,Copilaria mea ,a table with several cards and a card game,o masă cu mai multe cărți și un joc de cărți
768160340911742976-1.jpg,"Spoiled girl calls police, parents forced her to go on vacation at place she did'nt like https://t.co/Jc2CUhRv6X https://t.co/u9LaHNDkU3",Întotdeauna mi-am dorit o cabana de lemn,a large wooden house sitting on top of a hill,o casă mare din lemn aşezată pe vârful unui deal
768160399661277184-1.jpg,RT @foxnewspolitics: One California city is paying people not to commit crimes  https://t.co/kdopWAhKC8 https://t.co/MESRVqSCk9,Seriozitate ,a group of men in business attire posing for a photo,un grup de barbati in afaceri care pozeaza pentru o fotografie
768161112688828417-2.jpg,RT @maumoonagayoom: Deeply saddened by passing of ExPresident SRNathan of Singapore. Was a great friend of Maldives #RIPSRNATHAN https://t.…,Prieteni buni vorbind,two men in suits sitting on chairs next to flags,doi bărbaţi în costume stând pe scaune lângă steaguri
768167827748507649-1.jpg,"#humanrights without #war we could feed the world,educate everyone,earth could be eden but only if we stop killing https://t.co/NYDyRDOl5U",Copii necăjiți. Aici necaz!,there are people in the world who are hungry what god can do to them except in the form of bread,"Sunt oameni în lume care sunt înfometaţi ce le poate face Dumnezeu, cu excepţia pâinii."
768168310080876546-1.jpg,RT @puppieswflowers: if you are sad https://t.co/5UYIvDzOsY,"Aceasta poză m-a făcut să zâmbesc, este foarte simpatic cățelul, dar în același timp mă gândesc dacă nu cumva va strănuta curând, având alergie la flori :)",a dog with flowers in its nose,un câine cu flori în nas
768168679183753217-1.jpg,RT @SaveLiberty1st: See https://t.co/OmNpeRz6tL for how the global warming hoax began with Gore and how dishonest and arrogant he is. https…," tristul adevăr despre faptul că noi oamenii distrugem planeta bucată cu bucată
 precizia cu care cercetătorii prevestesc anumite dezastre",the north pole cap will disappear in 5 years,Capac polul nord va dispărea în 5 ani
768168909891514369-1.jpg,RT @KenRoth: Erdogan dilemma: ISIS is deadly threat but he hates Kurdish (best anti-ISIS) forces more. https://t.co/oOyyzJrus5 https://t.co…,Erdogan.,turkish president erdogan has said that the country's military operation in northern syria is not a 'war',"Preşedintele turc Erdogan a spus că operaţiunea militară a ţării în siria de nord nu este un ""război"""
768169115391492096-2.jpg,It was hotter than hell 2night pushing the 2 babies @FVSpartans Intervals. https://t.co/cIjjiAqQX7 #thismumcan https://t.co/LqePIePsnw,Copil mic prietenos,a baby in a stroller with her hands up,un copil într-un cărucior cu mâinile sus
768169153169502211-2.jpg,RT @darth_fyolles: @Daredevil they both have so much pain.. #Daredevil #Punisher #art https://t.co/IuBxXGCYnV,"Imaginea imi reda o senzatie ca acest om a trecut prin ceva foarte rau, poate a pierdut pe cineva apropiati....",a watercolor painting of a man with blood on his face,o pictura acuarela a unui om cu sange pe fata
768169169913319424-1.jpg,RT @DSWT: Commercial bushmeat poaching is emptying #wildlife We’re working hard to confiscate snares before they can kill https://t.co/hfiA…,"Supraveghere,teamă,luptă,îngrijorare",a man standing on a rock looking at the sky,un om stând pe o stâncă uitându-se la cer
768169237021982720-1.jpg,"RT @PoliticsPeach: .@Nintogo here's a reason why lots of black men don't have their fathers, then you can blame them &amp; their mothers https:…",N-a fost băiat rău nici Clinton. S-a dus în cap pe mana lui,bill clinton and the president of the united states,Bill Clinton şi preşedintele Statelor Unite
768169488692809728-1.jpg,#BrockLesnar Temporarily Suspended After Failing Multiple Drug Tests https://t.co/Z12dWkxOrq https://t.co/hYbOeU4FTr,Dezamagire. Oamenii primesc placerea din a vedea alti oameni mutilandu-se. Groaznic,person is the best person in the world,persoana este cea mai buna persoana din lume
768169593554763776-1.jpg,RT @CelebslnHS: - 4.0 GPA- Divorced and depressed teacher- Strict about homework- Takes shots in class when nobody is looking https://t.…,Emotie,a man in a tan suit and tie sitting on a couch,un bărbat în costum de bronz şi cravată stând pe canapea
768172793808752641-1.jpg,RT @nutkayc_99: It's not a loss if I didn't want you anymore. It's called an upgrade :) @Keatengills12 @t_stokes4 https://t.co/i2csMpF5Vj,Colegi de cămin,a young man and woman standing in a hallway,un tânăr bărbat şi o femeie stând într-un hol
768173276140929024-1.jpg,RT @StephaniePMcKea: #CR4U Clean doesn't mean boring! https://t.co/whkkGN6u6T #Texas #Scotland #Christian #mystery #romance #suspense https…,Imaginea aceasta îmi transmite un sentiment de liniște și dorința de a face o drumeție la munte.,a stone wall,un zid de piatră
768173691381379072-1.jpg,RT @TMDSupportUK: If you're a TMD sufferer who's looking for a yoga sequence that relieves stress: https://t.co/KufEpXksIB https://t.co/y9i…,Imi transmite un sentiment de relaxare.,yoga for anxiety and stress,yoga pentru anxietate și stres
768173917903126528-1.jpg,"RT @timesofindia: Blog: If officials cannot do their job, they have no business being at the #Olympics https://t.co/KmcO9TsNnu https://t.co…","Sport, libertate,viață sănătoasă",a woman running on a track with a blue shirt,o femeie alergând pe o pistă cu o cămaşă albastră
768174215686189056-1.jpg,"RT @dodo: #Lolita, the world's loneliest orca, is so sick that she can barely see https://t.co/YX3qca3AE9 https://t.co/kylP4fBw9U",Relaxare cu Orca,a killer whale in an aquarium with people watching,O balenă ucigaşă într-un acvariu cu oameni care se uită
768174245037780996-1.jpg,Here’s more bad news for Obamacare https://t.co/qJpiuJcgsK https://t.co/M5kU9e5fsb,"Incredere. Un presedinte de incredere, care a mentinut ordine in tara, si a dezvoltat sectoarele medicinei.",barack obama and joe biden,Barack Obama şi Joe Biden
768175041964040192-1.jpg,RT @pzf: New Jersey man beats to death girlfriend's toddler because he was upset she bought the wrong groceries. https://t.co/98T5oRAvYM,"Un tata care isi regreta imens greselile neputind fii impreuna cu fiul sau, in unele din cele mai importante parti ale vietii lui",two photos of a man and a child,Două fotografii cu un bărbat şi un copil.
768175146817425408-1.jpg,Ya gonna tell me these dont look extremely similar? Lol the ps3 just has curved top but 1 is sexy and 1 is ugly? https://t.co/8EUTzVOtGJ,Deși n-am avut am auzit că a fost printre cele mai tari generații,the sony playstation 3 is shown with two controllers,sony playstation 3 este afişat cu două controlere
768175939528392704-1.jpg,1 bad storm can wipe out years of families' climb out of poverty. #Climateaction matters: https://t.co/A2L3Pwigi7 https://t.co/ydQhU4fqwR,Un tanar muncitor,a man digging in the desert with a shovel,un om sapat in desert cu o lopata
768178187666808832-1.jpg,Why I Hate Stock Photos #16245231: Knife and Fork https://t.co/o0A3vBT5zg,"Aceasta poza este neutra din punct de vedere emotional deoarece situatia poate fi interpretata in 2 moduri, unul pozitiv si altul negativ",a boy with a fork and knife on a table,un baiat cu furculita si cutit pe masa
